file_path,court_name_nominative,awol_start_date_iso,awol_end_date_iso,unit_location_mentioned,unit_location_text
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101703680.html,Іллічівський районний суд міста Маріуполя,2021-07-29,2021-08-02,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101703976.html,Мукачівський міськрайонний суд Закарпатської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101708796.html,Комінтернівський районний суд Одеської області,2021-10-19,2021-10-20,true,Одеська область Одеський район с.Красносілка
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101708798.html,Комінтернівський районний суд Одеської області,2021-10-04,2021-10-04,true,"Одеська область, Одеський район, смт Чорноморське"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101708799.html,Комінтернівський районний суд Одеської області,2021-09-27,2021-09-27,true,"Одеська область, Одеський район, смт.Чорноморське"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101709391.html,Генічеський районний суд Херсонської області,2021-10-07,2021-10-12,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101713878.html,Красногвардійський районний суд міста Дніпра,2021-09-01,2021-09-02,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101713881.html,Красногвардійський районний суд міста Дніпра,2021-09-30,2021-10-01,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101720534.html,Солом'янський районний суд міста Києва,2021-12-03,2021-12-03,true,на території ВМ №1 в/ч НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101726132.html,Новозаводський районний суд міста Чернігова,2021-08-16,2021-08-17,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101727425.html,Мукачівський міськрайонний суд Закарпатської області,2021-11-18,2021-11-18,true,на території в/ч НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101731455.html,Яворівський районний суд Львівської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101731457.html,Яворівський районний суд Львівської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101731460.html,Яворівський районний суд Львівської області,2021-10-19,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101731729.html,Тернопільський міськрайонний суд Тернопільської області,2021-11-22,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101737000.html,Володимир-Волинський міський суд Волинської області,2021-11-10,2021-11-11,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101737005.html,Володимир-Волинський міський суд Волинської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101738854.html,Новомосковський міськрайонний суд Дніпропетровської області,2021-11-20,2021-11-22,true,"військова частина НОМЕР_1, розташована АДРЕСА_2"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101739127.html,Центрально-Міський районний суд міста Кривого Рогу,2021-10-26,2021-10-28,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101741173.html,Ужгородський міськрайонний суд Закарпатської області,2021-10-21,2021-10-22,true,території військової частини НОМЕР_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101741938.html,Франківський районний суд міста Львова,2021-12-02,2021-12-03,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101742664.html,Каланчацький районний суд Херсонської області,2021-12-02,2021-12-07,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101743023.html,Чернігівський районний суд Чернігівської області,2021-11-29,2021-11-29,true,АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101744192.html,Пирятинський районний суд Полтавської області,2021-10-27,2021-10-27,true,"м. Пирятин, Полтавська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101745342.html,Мар'їнський районний суд Донецької області,2021-11-22,2021-11-23,true,"м. Курахове, Донецької області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101745343.html,Мар'їнський районний суд Донецької області,,,true,"с. Єлізоветівка, Мар'їнського району, Донецької області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101746973.html,Комінтернівський районний суд Одеської області,2021-10-04,2021-10-04,true,пункт постійної дислокації ВЧ НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101748655.html,Володимир-Волинський міський суд Волинської області,2021-12-01,2021-12-04,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101756826.html,Пирятинський районний суд Полтавської області,2021-12-01,2021-12-08,true,"м. Пирятин, Лубенський район, Полтавська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101761186.html,Костянтинівський міськрайонний суд Донецької області,2021-11-30,2021-12-08,true,за адресою: АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101761187.html,Костянтинівський міськрайонний суд Донецької області,2021-12-03,2021-12-08,true,за адресою: АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101761605.html,Виноградівський районний суд Закарпатської області,2021-10-04,2021-10-09,true,"Кам'янсько-Дніпровський район, Запорізька область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101766199.html,Зарічний районний суд м. Суми,2020-12-08,,true,місце служби ВЧ НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101771378.html,Городнянський районний суд Чернігівської області,2021-09-03,,true,території Деревинського старостинського округу Городнянської ОТГ Чернігівського району Чернігівської області
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101777484.html,Голосіївський районний суд міста Києва,2021-11-02,2021-11-03,true,АДРЕСА_3
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101779298.html,Миколаївський районний суд Миколаївської області,2021-12-02,2021-12-05,true,на території Міжнародного центру підготовки персоналу
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101779322.html,Очаківський міськрайонний суд Миколаївської області,2021-08-10,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101779503.html,Біляївський районний суд Одеської області,2021-11-08,2021-11-15,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101779618.html,Комінтернівський районний суд Одеської області,2021-11-08,2021-11-08,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101779619.html,Комінтернівський районний суд Одеської області,2021-11-08,2021-11-09,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101783263.html,Пирятинський районний суд Полтавської області,2021-11-30,2021-12-03,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101785189.html,Миколаївський районний суд Миколаївської області,2021-10-13,2021-10-17,true,"військова частина НОМЕР_1, Міністерство оборони України, адреса: АДРЕСА_1"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101789799.html,Приморський районний суд міста Одеси,2021-11-15,,true,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101790625.html,Красноармійський міськрайонний суд Донецької області,2021-11-19,2021-11-29,true,"м. Покровськ, Донецької області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101790626.html,Красноармійський міськрайонний суд Донецької області,2021-11-19,2021-11-29,true,"м. Покровськ, Донецької області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101790797.html,Мар'їнський районний суд Донецької області,,2021-10-19,true,"м. Курахове, Донецької області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101790835.html,Приморський районний суд міста Маріуполя Донецької області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101790836.html,Приморський районний суд міста Маріуполя,2021-11-15,2021-11-17,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101794187.html,Ленінський районний суд міста Кіровограда,2021-09-10,2021-09-14,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101794273.html,Новоайдарський районний суд Луганської області,2021-12-01,2021-12-02,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101797077.html,Франківський районний суд міста Львова,2021-12-02,2021-12-03,true,"військова частина НОМЕР_1, АДРЕСА_1"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101797110.html,Франківський районний суд міста Львова,2021-11-30,2021-12-01,true,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101797412.html,Яворівський районний суд Львівської області,2021-11-06,2021-11-07,true,"м. Яворів, Львівська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101797851.html,Очаківський міськрайонний суд Миколаївської області,2021-12-08,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101797915.html,Первомайський міськрайонний суд Миколаївської області,2021-11-09,2021-11-15,true,на території військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101799118.html,Чортківський районний суд Тернопільської області,2021-12-07,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101799932.html,Пирятинський районний суд Полтавської області,2021-12-06,2021-12-07,true,"м. Пирятин, Лубенський район, Полтавська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101803340.html,Шевченківський районний суд міста Києва,2021-11-22,2021-11-26,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101814201.html,Херсонський міський суд Херсонської області,2021-09-28,2021-09-29,true,за адресою: АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101814556.html,Білоцерківський міськрайонний суд Київської області,2021-11-15,2021-11-17,true,на території військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101818334.html,Дружківський міський суд Донецької області,2021-09-13,2021-09-13,true,"територія військової частини НОМЕР_2, неподалік АДРЕСА_3"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101820595.html,Чернігівський районний суд Чернігівської області,2021-09-15,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101820596.html,Чернігівський районний суд Чернігівської області,2021-11-15,2021-11-16,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101821982.html,Полтавський районний суд Полтавської області,2021-10-08,2021-10-11,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101824150.html,Херсонський міський суд Херсонської області,2021-09-10,2021-09-13,true,адреса військової частини НОМЕР_2 (АДРЕСА_2)
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101830339.html,Калинівський районний суд Вінницької області,2021-11-19,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101830858.html,Кодимський районний суд Одеської області,2021-10-26,2021-10-29,true,"військова частина НОМЕР_1, дислокована в АДРЕСА_2"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101830865.html,Кодимський районний суд Одеської області,2021-10-29,2021-11-02,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101838031.html,Бердичівський міськрайонний суд Житомирської області,2021-10-17,2021-10-18,true,військове містечко № НОМЕР_3 військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101838767.html,Іллічівський районний суд міста Маріуполя,2021-09-07,2021-09-09,true,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101839635.html,Сумський районний суд Сумської області,2021-12-03,2021-12-04,true,с. Стецьківка
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101848186.html,Хмельницький міськрайонний суд Хмельницької області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101857222.html,Новомосковський міськрайонний суд Дніпропетровської області,2021-11-23,2021-11-25,true,смт. Черкаське
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101858570.html,Первомайський міськрайонний суд Миколаївської області,2021-11-03,2021-11-03,true,"м. Первомайськ, Миколаївська обл"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101858794.html,Комінтернівський районний суд Одеської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101858796.html,Комінтернівський районний суд Одеської області,2021-11-05,2021-11-05,true,"смт. Чорноморське, Одеської області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101858797.html,Комінтернівський районний суд Одеської області,2021-10-21,,true,"смт. Чорноморське, Одеської області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101860058.html,Шевченківський районний суд міста Запоріжжя,2021-12-07,2021-12-09,true,адреса військової частини: АДРЕСА_3
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101861322.html,Сумський районний суд Сумської області,2021-11-22,2021-11-29,true,АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101867901.html,Самарський районний суд міста Дніпропетровська,2021-11-18,2021-11-24,true,адреса частини за адресою АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101868107.html,Центрально-Міський районний суд міста Кривого Рогу,2021-10-28,2021-11-01,true,за адресою: АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101869881.html,Білгород-Дністровський міськрайонний суд Одеської області,2021-12-07,2021-12-07,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101873673.html,Володимир-Волинський міський суд Волинської області,2021-12-07,2021-12-09,true,розташування в/ч НОМЕР_1 (АДРЕСА_2)
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101874758.html,Білоцерківський міськрайонний суд Київської області,2021-11-29,2021-12-06,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101874765.html,Білоцерківський міськрайонний суд Київської області,2021-12-07,2021-12-09,true,"м. Біла Церква, Київська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101874770.html,Білоцерківський міськрайонний суд Київської області,2021-12-01,2021-12-01,true,за адресою: АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101874776.html,Білоцерківський міськрайонний суд Київської області,2021-10-06,2021-10-08,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101874954.html,Васильківський міськрайонний суд Київської області,2021-12-09,2021-12-10,true,адреса: АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101897788.html,Чернігівський районний суд Чернігівської області,2021-11-24,2021-11-24,true,АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101900578.html,Дружківський міський суд Донецької області,2021-11-01,2021-11-02,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101902886.html,Чугуївський міський суд Харківської області,2021-11-29,2021-12-07,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101902898.html,Чугуївський міський суд Харківської області,2021-11-01,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101905826.html,Комінтернівський районний суд Одеської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914048.html,Солом'янський районний суд міста Києва,2021-12-03,2021-12-03,true,на території ВМ №1 війскової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914305.html,Біляївський районний суд Одеської області,2021-12-07,2021-12-09,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914459.html,Комінтернівський районний суд Одеської області,2021-10-08,2021-10-08,true,"смт. Чорноморське, Одеської області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914463.html,Комінтернівський районний суд Одеської області,2021-10-25,2021-10-25,true,"м. Чорноморськ, Одеської області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914466.html,Комінтернівський районний суд Одеської області,2021-10-08,2021-10-08,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914467.html,Комінтернівський районний суд Одеської області,2021-10-14,2021-10-14,true,АДРЕСА_3
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914469.html,Комінтернівський районний суд Одеської області,2021-10-18,2021-10-18,true,смт.Чорноморське Одеського району Одеської області
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101914475.html,Комінтернівський районний суд Одеської області,2021-11-01,2021-11-02,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101923736.html,Комінтернівський районний суд Одеської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101924040.html,Корольовський районний суд міста Житомира,2021-10-01,2021-10-01,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101926007.html,Гайсинський районний суд Вінницької області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101926282.html,Миколаївський районний суд Миколаївської області,2021-11-01,2021-11-02,true,АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101926297.html,Очаківський міськрайонний суд Миколаївської області,2021-09-27,2021-09-27,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101928791.html,Комінтернівський районний суд Одеської області,2021-10-26,2021-10-26,true,"смт. Чорноморське, Одеської області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101928905.html,Приморський районний суд міста Одеси,2021-10-02,2021-10-04,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101929114.html,Богунський районний суд міста Житомира,2021-10-21,2021-10-22,true,"пункт дислокації військової частини НОМЕР_2, АДРЕСА_1"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101931050.html,Залізничний районний суд міста Львова,2021-12-09,,true,"на території військової частини НОМЕР_1, військове містечко № НОМЕР_2"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101931364.html,Кам'янець-Подільський міськрайонний суд Хмельницької області,2021-12-09,2021-12-09,true,м. Кам'янець-Подільський
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101938255.html,Івано-Франківський міський суд Івано-Франківської області,2021-10-04,,true,в/ч НОМЕР_1 АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101944937.html,Солом'янський районний суд міста Києва,2021-10-28,2021-10-29,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101960457.html,Калинівський районний суд Вінницької області,2021-10-25,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101961139.html,Комінтернівський районний суд Одеської області,2021-10-25,2021-10-26,true,"смт. Чорноморське, Одеського району, Одеської області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101961144.html,Комінтернівський районний суд Одеської області,2021-10-25,2021-10-25,true,пункт постійної дислокації військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101961423.html,Артемівський міськрайонний суд Донецької області,2021-10-15,2021-10-19,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101970016.html,Артемівський міськрайонний суд Донецької області,2021-11-24,,true,"м. Торецьк, Донецька область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101986272.html,Чугуївський міський суд Харківської області,2021-12-06,2021-12-13,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101992968.html,Іллічівський районний суд міста Маріуполя Донецької області,2021-11-30,2021-11-30,true,"військова частина, розташована по АДРЕСА_2"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101994358.html,Миколаївський районний суд Миколаївської області,,2021-10-18,true,"військова частина НОМЕР_1, АДРЕСА_1"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101994359.html,Миколаївський районний суд Миколаївської області,2021-10-13,2021-10-13,true,с. Михайлівка
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101994419.html,Первомайський міськрайонний суд Миколаївської області,2021-11-29,2021-12-02,true,на території військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101994805.html,Комінтернівський районний суд Одеської області,2021-10-18,,true,АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101995170.html,Конотопський міськрайонний суд Сумської області,2021-12-13,2021-12-13,true,за адресою АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101996211.html,Житомирський районний суд Житомирської області,2021-12-07,,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101998092.html,Центрально-Міський районний суд міста Кривого Рогу,2021-11-03,2021-11-04,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101998484.html,Жовтневий районний суд міста Харкова,2021-12-09,2021-12-13,true,м. Харків
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101999624.html,Миколаївський районний суд Миколаївської області,2021-09-09,2021-09-15,true,с. Михайлівка
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\101999788.html,Волноваський районний суд Донецької області,2021-09-24,2021-09-24,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\102000897.html,Шевченківський районний суд міста Запоріжжя,2021-12-15,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\102000907.html,Шевченківський районний суд міста Запоріжжя,2021-12-15,2021-12-15,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\102000908.html,Шевченківський районний суд міста Запоріжжя,2021-12-15,2021-12-15,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\102001442.html,Чортківський районний суд Тернопільської області,2021-12-07,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\102003049.html,Корольовський районний суд міста Житомира,2021-09-17,2021-09-21,true,військове містечко № НОМЕР_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\102003062.html,Корольовський районний суд міста Житомира,2021-08-27,2021-08-27,true,м. Новоград-Волинський
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\102003201.html,Білоцерківський міськрайонний суд Київської області,2021-11-04,2021-11-12,true,військове містечко АДРЕСА_2
