file_path,awol_start_date_iso,awol_start_time_hhmm,return_date_iso,return_time_hhmm
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105363427.html,2022-04-24,17:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105363775.html,2022-07-04,18:00,2022-07-14,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105366018.html,2022-07-03,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105366481.html,2022-06-30,13:00,2022-07-02,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105367936.html,2022-07-18,09:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105368319.html,2022-07-14,21:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105369913.html,2022-06-04,18:00,2022-06-06,01:35
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105369994.html,2022-07-09,09:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105370731.html,2022-07-17,22:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105372956.html,2022-07-11,08:30,2022-07-13,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105373113.html,2022-07-21,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105373344.html,2022-07-10,12:50,2022-07-10,21:10
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105374927.html,2022-06-01,21:30,2022-06-02,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105374950.html,2022-07-17,17:00,2022-07-17,22:45
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105376325.html,2022-06-16,,2022-06-17,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105376328.html,2022-05-16,17:00,2022-05-18,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105376331.html,2022-05-17,22:00,2022-05-19,12:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105377811.html,2022-07-08,15:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105377818.html,2022-04-28,14:30,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105382556.html,2022-07-12,08:30,2022-07-14,13:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105386783.html,2022-02-24,19:30,2022-03-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105387072.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105390487.html,2022-05-19,08:10,2022-05-19,15:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105392748.html,2022-06-13,08:00,2022-06-16,08:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105393054.html,2022-06-23,15:00,2022-07-03,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105393852.html,2022-07-03,08:00,2022-07-11,13:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105394464.html,2022-06-17,08:00,2022-06-26,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105396311.html,2022-07-08,,2022-07-12,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105396863.html,2022-07-19,08:00,2022-07-22,07:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105398527.html,2022-07-04,,2022-07-07,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105402945.html,2022-07-15,15:00,2022-07-20,16:20
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105404804.html,2022-05-08,,2022-05-16,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105405017.html,2022-07-19,08:00,2022-07-22,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105405554.html,2022-07-08,18:00,2022-07-09,10:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105406198.html,2022-07-02,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105406918.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105407117.html,2022-04-06,08:30,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105407253.html,2022-06-18,,2022-06-28,19:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105407389.html,2022-07-18,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105408239.html,2022-07-07,09:15,2022-07-14,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105408405.html,2022-07-05,09:10,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105408578.html,2022-06-27,21:30,2022-06-28,00:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105409595.html,2022-07-08,20:00,2022-07-12,18:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105409626.html,2022-07-05,08:00,2022-07-13,11:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105410484.html,2022-07-15,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105411197.html,2022-07-03,,2022-07-11,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412735.html,2022-06-18,10:30,2022-06-19,19:20
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412825.html,2022-06-17,,2022-06-21,21:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412826.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412945.html,2022-06-25,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412966.html,2022-02-25,,2022-03-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412967.html,2022-02-25,,2022-02-26,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412968.html,2022-02-25,,2022-02-26,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412969.html,2022-02-25,,2022-03-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105412970.html,2022-02-26,,2022-03-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105414893.html,2022-07-20,,2022-07-22,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105414894.html,2022-07-21,,2022-07-24,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105417034.html,2022-07-10,23:30,2022-07-11,05:40
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105417045.html,2022-06-27,08:00,2022-06-28,12:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105419215.html,2022-06-01,,2022-06-02,20:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105419765.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105419780.html,2022-05-27,08:00,2022-06-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105422641.html,2022-07-22,21:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105422642.html,2022-07-23,17:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105428700.html,2022-07-01,08:00,2022-07-02,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105428701.html,2022-07-08,08:30,2022-07-11,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105429770.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105430482.html,2022-07-19,15:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105430988.html,2022-07-05,,2022-07-11,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105432064.html,2022-07-03,20:45,2022-07-05,15:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105432248.html,2022-07-18,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105432524.html,2022-06-09,12:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105432754.html,2022-07-16,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105432775.html,2022-06-23,08:00,2022-07-01,11:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105432776.html,2022-06-30,08:00,2022-07-02,12:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105433144.html,2022-07-23,22:00,2022-07-25,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105436366.html,2022-07-20,08:00,2022-07-23,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105437569.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105437570.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105437935.html,2022-07-15,14:30,2022-07-17,13:10
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105438026.html,2022-02-25,,2022-03-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105438298.html,2022-07-03,08:30,2022-07-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105438596.html,2022-06-28,21:00,2022-07-02,07:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105439057.html,2022-07-08,15:00,2022-04-10,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105441748.html,2022-07-16,08:00,2022-07-19,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105441935.html,2022-07-17,12:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105442205.html,2022-07-19,09:00,2022-07-20,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105445794.html,2022-07-15,21:00,2022-07-16,21:20
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105445866.html,2022-07-04,08:30,2022-07-05,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105446118.html,2022-05-06,08:00,2022-05-09,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105446901.html,2022-07-17,23:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105447425.html,2022-07-19,08:00,2022-07-20,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105447809.html,2022-04-04,15:00,2022-04-04,19:20
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105448630.html,2022-07-02,15:00,2022-07-07,18:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105448886.html,2022-06-29,08:00,2022-07-01,12:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105448888.html,2022-06-20,18:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105448951.html,2022-06-26,,2022-07-02,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105448963.html,2022-07-10,08:30,2022-07-18,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105450863.html,2022-06-28,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105451021.html,2022-05-05,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105451029.html,2021-10-28,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105451056.html,2021-10-28,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105451207.html,2022-07-01,12:00,2022-07-04,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105451211.html,2022-06-25,,2022-07-09,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105451755.html,2022-07-08,14:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105452390.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105453201.html,2022-07-16,01:00,2022-07-16,23:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105453627.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105453628.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105453631.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105454007.html,2022-06-25,21:00,2022-06-25,22:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105454801.html,2022-06-26,,2022-07-05,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105455100.html,2022-07-15,14:00,2022-07-16,19:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105455101.html,2022-07-08,06:00,2022-07-13,06:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105456298.html,2022-07-08,23:00,2022-07-11,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105457536.html,2022-07-19,00:00,2022-07-23,06:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105459023.html,2022-07-14,13:00,2022-07-23,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105459426.html,2022-02-17,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105464397.html,2022-07-22,09:00,2022-07-23,08:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105464464.html,2022-07-04,08:00,2022-07-09,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105464648.html,2022-07-05,21:30,2022-07-06,20:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105467315.html,2022-07-16,13:00,2022-07-22,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105467316.html,2022-07-18,08:00,2022-07-19,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105467824.html,2022-07-10,08:00,2022-07-13,08:50
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105467995.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105469639.html,2022-07-15,06:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105469949.html,2022-02-03,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105470699.html,2022-06-13,18:20,2022-06-14,08:40
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105470865.html,2022-07-02,08:00,2022-07-04,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105470928.html,2021-12-15,08:00,2021-12-16,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105472361.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105473268.html,2022-07-23,16:00,2022-07-24,06:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105477080.html,2022-07-16,08:00,2022-07-25,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105477105.html,2022-07-02,08:00,2022-07-09,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105477944.html,2022-07-14,00:00,2022-07-15,00:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105477976.html,2022-07-24,21:00,2022-07-25,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105478011.html,2022-07-24,21:00,2022-07-29,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105478239.html,2022-07-24,,2022-07-25,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105478329.html,2022-06-08,13:00,2022-06-08,20:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105479749.html,2022-05-26,07:45,2022-05-28,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105479950.html,2022-06-08,21:00,2022-06-09,18:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105479952.html,2022-06-08,21:00,2022-06-09,18:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105480385.html,2022-07-06,22:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105481425.html,2022-07-12,,2022-07-19,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105481780.html,2022-06-19,,2022-07-06,21:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105481799.html,2022-04-26,14:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105481800.html,2022-05-22,13:54,2022-05-22,14:54
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105481806.html,2022-06-25,20:00,2022-06-27,11:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105483457.html,2022-07-18,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105483458.html,2022-07-01,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105483605.html,2022-07-21,15:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105483606.html,2022-07-21,21:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105483753.html,2022-07-23,16:00,2022-07-25,10:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105486634.html,2022-07-17,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105486635.html,2022-07-17,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105486967.html,2022-06-20,08:00,2022-06-20,22:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105487752.html,2022-07-19,08:00,2022-07-25,08:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105487853.html,2022-07-07,15:00,2022-07-08,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105488232.html,2022-07-03,18:00,2022-07-07,12:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105496222.html,2022-07-18,09:00,2022-07-19,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105497178.html,2022-06-28,13:20,2022-06-28,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105497303.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105497409.html,2022-06-24,,2022-06-26,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105497864.html,2022-07-18,07:45,2022-07-18,19:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105500229.html,2022-07-15,08:00,2022-07-20,08:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105501425.html,2022-06-28,07:00,2022-06-28,20:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105501858.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105502170.html,2022-05-31,19:00,2022-06-02,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105502212.html,2022-07-09,17:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105504304.html,2022-07-24,08:00,2022-07-25,11:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105504903.html,2022-06-03,07:30,2022-06-03,13:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105505714.html,2022-06-01,20:00,2022-06-05,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105505717.html,2022-07-17,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105509025.html,2022-07-08,21:00,2022-07-12,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105511936.html,2022-07-19,06:00,2022-07-19,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105512581.html,2022-07-21,,2022-07-23,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105514368.html,2022-07-28,18:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105514369.html,2022-05-31,09:00,2022-07-27,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105514423.html,2022-05-18,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105514627.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105514628.html,2022-07-18,07:10,2022-07-19,07:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105515470.html,2022-07-30,15:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105516429.html,2022-06-28,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105516875.html,2022-07-18,08:00,2022-07-27,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105518552.html,2022-07-20,19:00,2022-07-22,17:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105518984.html,2022-07-18,07:30,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105519442.html,2022-05-14,21:00,2022-05-15,15:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105520769.html,2022-06-20,09:00,2022-06-22,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105521394.html,,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105523324.html,2022-05-03,,2022-05-13,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105523443.html,2022-07-25,09:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105523487.html,2022-07-07,,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105526711.html,2022-06-20,08:00,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105527279.html,2022-01-04,,2022-01-12,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105531514.html,2022-06-29,12:00,2022-06-30,14:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105533571.html,2022-07-19,05:00,2022-07-19,23:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105533847.html,2022-07-28,11:00,2022-07-28,15:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105534055.html,2022-05-26,,2022-05-27,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105535771.html,2022-07-15,,2022-07-20,23:30
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105535959.html,2022-07-20,09:00,2022-07-21,16:20
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105537302.html,2022-07-26,14:30,,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105538264.html,2022-01-17,,2022-01-19,19:20
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105538317.html,2022-06-24,09:00,2022-06-30,09:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105538789.html,2022-06-09,08:00,2022-06-13,14:00
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\decisions_adm\105538985.html,2022-07-25,07:50,2022-07-28,08:00
